0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
E,1,Sunflower,6,Oil Seeds,2,Bangladesh,1,1000 t/ Year,4,0,Metric Ton,Annual,January 2017,December 2017,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: sunflower oil> Year: 2015-2024"
E,1,Sunflower,6,Oil Seeds,2,Bangladesh,1,1000 t/ Year,3,0,Metric Ton,Annual,January 2018,December 2018,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: sunflower oil> Year: 2015-2024"
E,1,Sunflower,6,Oil Seeds,2,Bangladesh,1,1000 t/ Year,4,0,Metric Ton,Annual,January 2019,December 2019,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: sunflower oil> Year: 2015-2024"
E,1,Sunflower,6,Oil Seeds,2,Bangladesh,1,1000 t/ Year,9,0.01,Metric Ton,Annual,January 2020,December 2020,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: sunflower oil> Year: 2015-2024"
E,1,Sunflower,6,Oil Seeds,2,Bangladesh,1,1000 t/ Year,5,0.01,Metric Ton,Annual,January 2021,December 2021,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: sunflower oil> Year: 2015-2024"
E,1,Sunflower,6,Oil Seeds,2,Bangladesh,1,1000 t/ Year,4,0,Metric Ton,Annual,January 2022,December 2022,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: sunflower oil> Year: 2015-2024"
E,1,Rape & Mustard,9,Oil Seeds,2,Bangladesh,1,1000 t/ Year,1,0,Metric Ton,Annual,January 2022,December 2022,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: mustard oil> Year: 2015-2024"
E,1,Palm,5,Oil Seeds,2,Bangladesh,1,1000 t/ Year,2816,2.82,Metric Ton,Annual,January 2015,December 2015,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: palm oil> Year: 2015-2024"
E,1,Palm,5,Oil Seeds,2,Bangladesh,1,1000 t/ Year,1366,1.37,Metric Ton,Annual,January 2016,December 2016,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: palm oil> Year: 2015-2024"
E,1,Palm,5,Oil Seeds,2,Bangladesh,1,1000 t/ Year,1482,1.48,Metric Ton,Annual,January 2017,December 2017,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: palm oil> Year: 2015-2024"
E,1,Palm,5,Oil Seeds,2,Bangladesh,1,1000 t/ Year,1729,1.73,Metric Ton,Annual,January 2018,December 2018,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: palm oil> Year: 2015-2024"
E,1,Palm,5,Oil Seeds,2,Bangladesh,1,1000 t/ Year,1413,1.41,Metric Ton,Annual,January 2019,December 2019,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: palm oil> Year: 2015-2024"
E,1,Palm,5,Oil Seeds,2,Bangladesh,1,1000 t/ Year,1335,1.34,Metric Ton,Annual,January 2020,December 2020,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: palm oil> Year: 2015-2024"
E,1,Palm,5,Oil Seeds,2,Bangladesh,1,1000 t/ Year,1412,1.41,Metric Ton,Annual,January 2021,December 2021,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: palm oil> Year: 2015-2024"
E,1,Palm,5,Oil Seeds,2,Bangladesh,1,1000 t/ Year,1339,1.34,Metric Ton,Annual,July 2021,June 2022,45582,Oilseeds and Products Annual GAIN Report - USDA,https://apps.fas.usda.gov/newgainapi/api/Report/DownloadReportByFileName?fileName=Oilseeds%20and%20Products%20Annual_Dhaka_Bangladesh_BG2023-0007,BBS Homepage > Publication > Foreign Trade Statistics > Yearly Report> Volume 2> Part 2
E,1,Palm,5,Oil Seeds,2,Bangladesh,1,1000 t/ Year,1700,1.7,Metric Ton,Annual,July 2022,June 2023,45582,Oilseeds and Products Annual GAIN Report - USDA,https://apps.fas.usda.gov/newgainapi/api/Report/DownloadReportByFileName?fileName=Oilseeds%20and%20Products%20Annual_Dhaka_Bangladesh_BG2023-0007,BBS Homepage > Publication > Foreign Trade Statistics > Yearly Report> Volume 2> Part 2
E,1,Palm,5,Oil Seeds,2,Bangladesh,1,1000 t/ Year,1500,1.5,Metric Ton,Annual,July 2023,June 2024,45582,Oilseeds and Products Annual GAIN Report - USDA,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/8643ec8b_27a3_41cd_bbd9_9be3479f578e/2023-05-28-05-50-77ecbebf784c7504c5fc839be6ab707e.pdf,BBS Homepage > Publication > Foreign Trade Statistics > Yearly Report> Volume 2> Part 2
E,1,Palm,5,Oil Seeds,2,Bangladesh,1,1000 t/ Year,2,0,Metric Ton,Annual,July 2023,June 2024,45582,Oilseeds and Products Annual GAIN Report - USDA,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/8643ec8b_27a3_41cd_bbd9_9be3479f578e/2023-05-28-05-50-77ecbebf784c7504c5fc839be6ab707e.pdf,BBS Homepage > Publication > Foreign Trade Statistics > Yearly Report> Volume 2> Part 2
E,1,Coconut,7,Oil Seeds,2,Bangladesh,1,1000 t/ Year,2,0,Metric Ton,Annual,January 2015,December 2015,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: coconut oil> Year: 2015-2024"
E,1,Coconut,7,Oil Seeds,2,Bangladesh,1,1000 t/ Year,1,0,Metric Ton,Annual,January 2016,December 2016,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: coconut oil> Year: 2015-2024"
E,1,Coconut,7,Oil Seeds,2,Bangladesh,1,1000 t/ Year,3,0,Metric Ton,Annual,January 2017,December 2017,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: coconut oil> Year: 2015-2024"
E,1,Coconut,7,Oil Seeds,2,Bangladesh,1,1000 t/ Year,2,0,Metric Ton,Annual,January 2018,December 2018,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: coconut oil> Year: 2015-2024"
E,1,Coconut,7,Oil Seeds,2,Bangladesh,1,1000 t/ Year,1,0,Metric Ton,Annual,January 2019,December 2019,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: coconut oil> Year: 2015-2024"
E,1,Coconut,7,Oil Seeds,2,Bangladesh,1,1000 t/ Year,2,0,Metric Ton,Annual,January 2020,December 2020,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: coconut oil> Year: 2015-2024"
E,1,Coconut,7,Oil Seeds,2,Bangladesh,1,1000 t/ Year,2,0,Metric Ton,Annual,January 2021,December 2021,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: coconut oil> Year: 2015-2024"
E,1,Coconut,7,Oil Seeds,2,Bangladesh,1,1000 t/ Year,0,0,Metric Ton,Annual,January 2022,December 2022,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: coconut oil> Year: 2015-2024"
E,1,Olive Oil,15,Oil Seeds,2,Bangladesh,1,1000 t/ Year,1,0,Metric Ton,Annual,January 2015,December 2015,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: Olive oil > Year: 2015-2024"
E,1,Olive Oil,15,Oil Seeds,2,Bangladesh,1,1000 t/ Year,1,0,Metric Ton,Annual,January 2016,December 2016,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: Olive oil > Year: 2015-2024"
E,1,Olive Oil,15,Oil Seeds,2,Bangladesh,1,1000 t/ Year,1,0,Metric Ton,Annual,January 2017,December 2017,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: Olive oil > Year: 2015-2024"
E,1,Olive Oil,15,Oil Seeds,2,Bangladesh,1,1000 t/ Year,1,0,Metric Ton,Annual,January 2018,December 2018,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: Olive oil > Year: 2015-2024"
E,1,Olive Oil,15,Oil Seeds,2,Bangladesh,1,1000 t/ Year,2,0,Metric Ton,Annual,January 2019,December 2019,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: Olive oil > Year: 2015-2024"
E,1,Olive Oil,15,Oil Seeds,2,Bangladesh,1,1000 t/ Year,1,0,Metric Ton,Annual,January 2020,December 2020,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: Olive oil > Year: 2015-2024"
E,1,Olive Oil,15,Oil Seeds,2,Bangladesh,1,1000 t/ Year,1,0,Metric Ton,Annual,January 2021,December 2021,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: Olive oil > Year: 2015-2024"
E,1,Olive Oil,15,Oil Seeds,2,Bangladesh,1,1000 t/ Year,1000,1,Metric Ton,Annual,January 2022,December 2022,45600,Faostat,https://www.fao.org/faostat/en/#data/FBS,"FAOSTAT Homepage > Data
Ribbon > Food Balance Sheets > Country Filter:
Bangladesh > Element Filter:
Import Quantity >
Items Filter: Olive oil > Year: 2015-2024"
